text,date,article_link
Davutoğlu we may offer Somalia military support,"Feb 25, 2012",https://www.dailysabah.com/world/2012/02/25/davutoglu-we-may-offer-somalia-military-support
Turkish Airlines starts regular flights to Somalia,"Mar 06, 2012",https://www.dailysabah.com/business/2012/03/06/turkish-airlines-starts-regular-flights-to-somalia
THY's number of passengers soars to eight million in first quarter,"Apr 13, 2012",https://www.dailysabah.com/business/2012/04/13/thys-number-of-passengers-soars-to-eight-million-in-first-quarter
Holiday-goers who reserve early come out on top,"Apr 20, 2012",https://www.dailysabah.com/travel/2012/04/20/holidaygoers-who-reserve-early-come-out-on-top
Turkey becomes center for European basketball,"May 11, 2012",https://www.dailysabah.com/sports/2012/05/11/turkey-becomes-center-for-european-basketball
THY lays off 305 employees,"Jun 01, 2012",https://www.dailysabah.com/business/2012/06/01/thy-lays-off-305-employees
THY's passenger traffic increased by 20 percent,"Jul 13, 2012",https://www.dailysabah.com/travel/2012/07/13/thys-passenger-traffic-increased-by-20-percent
Arab tourists are spending Ramadan in Istanbul,"Jul 21, 2012",https://www.dailysabah.com/travel/2012/07/21/arab-tourists-are-spending-ramadan-in-istanbul
Ukraine and Turkey lift visa regulations,"Aug 02, 2012",https://www.dailysabah.com/travel/2012/08/02/ukraine-and-turkey-lift-visa-regulations
Turkey’s agen(t)da!,"Aug 14, 2012",https://www.dailysabah.com/turkey/2012/08/14/turkeys-agentda
Turkey’s transportation sector breaks a record with holiday trips,"Aug 18, 2012",https://www.dailysabah.com/business/2012/08/18/turkeys-transportation-sector-breaks-a-record-with-holiday-trips
Turkey and Egypt converge,"Sep 10, 2012",https://www.dailysabah.com/travel/2012/09/10/turkey-and-egypt-converge
Tiger Woods arrives to golf in Turkey,"Oct 10, 2012",https://www.dailysabah.com/sports/2012/10/10/tiger-woods-arrives-to-golf-in-turkey
Turkey hands diplomatic note to Syria,"Oct 11, 2012",https://www.dailysabah.com/turkey/2012/10/11/turkey-hands-diplomatic-note-to-syria
Hurricane Sandy grounds THY flights,"Oct 30, 2012",https://www.dailysabah.com/business/2012/10/30/hurricane-sandy-grounds-thy-flights
Turkish Airlines says sees 14.6 bln lira revenue in 2012,"Dec 21, 2011",https://www.dailysabah.com/travel/2011/12/21/turkish-airlines-says-sees-146-bln-lira-revenue-in-2012
Second wave in the knockout move,"Dec 24, 2011",https://www.dailysabah.com/turkey/2011/12/24/second-wave-in-the-knockout-move
Turkish technology requirement for made mega tenders,"Jan 27, 2012",https://www.dailysabah.com/business/2012/01/27/turkish-technology-made-mandatory-in-mega-tenders
"Istanbul snowed in, flights cancelled…","Feb 09, 2012",https://www.dailysabah.com/turkey/2012/02/09/istanbul-snowed-in-flights-cancelled
Turkish Airlines offers Arab Spring campaign,"Feb 22, 2012",https://www.dailysabah.com/travel/2012/02/22/turkish-airlines-offers-arab-spring-campaign
Davutoğlu we may offer Somalia military support,"Feb 25, 2012",https://www.dailysabah.com/world/2012/02/25/davutoglu-we-may-offer-somalia-military-support
Turkish Airlines starts regular flights to Somalia,"Mar 06, 2012",https://www.dailysabah.com/business/2012/03/06/turkish-airlines-starts-regular-flights-to-somalia
THY's number of passengers soars to eight million in first quarter,"Apr 13, 2012",https://www.dailysabah.com/business/2012/04/13/thys-number-of-passengers-soars-to-eight-million-in-first-quarter
Holiday-goers who reserve early come out on top,"Apr 20, 2012",https://www.dailysabah.com/travel/2012/04/20/holidaygoers-who-reserve-early-come-out-on-top
Turkey becomes center for European basketball,"May 11, 2012",https://www.dailysabah.com/sports/2012/05/11/turkey-becomes-center-for-european-basketball
THY lays off 305 employees,"Jun 01, 2012",https://www.dailysabah.com/business/2012/06/01/thy-lays-off-305-employees
THY's passenger traffic increased by 20 percent,"Jul 13, 2012",https://www.dailysabah.com/travel/2012/07/13/thys-passenger-traffic-increased-by-20-percent
Arab tourists are spending Ramadan in Istanbul,"Jul 21, 2012",https://www.dailysabah.com/travel/2012/07/21/arab-tourists-are-spending-ramadan-in-istanbul
Ukraine and Turkey lift visa regulations,"Aug 02, 2012",https://www.dailysabah.com/travel/2012/08/02/ukraine-and-turkey-lift-visa-regulations
Turkey’s agen(t)da!,"Aug 14, 2012",https://www.dailysabah.com/turkey/2012/08/14/turkeys-agentda
Turkey’s transportation sector breaks a record with holiday trips,"Aug 18, 2012",https://www.dailysabah.com/business/2012/08/18/turkeys-transportation-sector-breaks-a-record-with-holiday-trips
Turkey and Egypt converge,"Sep 10, 2012",https://www.dailysabah.com/travel/2012/09/10/turkey-and-egypt-converge
Tiger Woods arrives to golf in Turkey,"Oct 10, 2012",https://www.dailysabah.com/sports/2012/10/10/tiger-woods-arrives-to-golf-in-turkey
Turkey hands diplomatic note to Syria,"Oct 11, 2012",https://www.dailysabah.com/turkey/2012/10/11/turkey-hands-diplomatic-note-to-syria
Hurricane Sandy grounds THY flights,"Oct 30, 2012",https://www.dailysabah.com/business/2012/10/30/hurricane-sandy-grounds-thy-flights
Turkish Airlines adds 200th plane to fleet,"Nov 14, 2012",https://www.dailysabah.com/business/2012/11/14/turkish-airlines-adds-200th-plane-to-fleet
A Turkish breeze a-blowin in the Maldives,"Dec 03, 2012",https://www.dailysabah.com/business/2012/12/03/a-turkish-breeze-ablowin-in-the-maldives
"Escaping the crisis, Greek pilots are seeking jobs in Turkey","Dec 10, 2012",https://www.dailysabah.com/business/2012/12/10/escaping-the-crisis-greek-pilots-are-seeking-jobs-in-turkey
PKK assassinates three of its own,"Jan 12, 2013",https://www.dailysabah.com/turkey/2013/01/12/pkk-assassinates-three-of-its-own
FBI agent says Sarai was not on your average photography trip,"Feb 07, 2013",https://www.dailysabah.com/turkey/2013/02/07/fbi-agent-says-sarai-was-not-on-your-average-photography-trip
Davutoğlu we may offer Somalia military support,"Feb 25, 2012",https://www.dailysabah.com/world/2012/02/25/davutoglu-we-may-offer-somalia-military-support
Turkish Airlines starts regular flights to Somalia,"Mar 06, 2012",https://www.dailysabah.com/business/2012/03/06/turkish-airlines-starts-regular-flights-to-somalia
THY's number of passengers soars to eight million in first quarter,"Apr 13, 2012",https://www.dailysabah.com/business/2012/04/13/thys-number-of-passengers-soars-to-eight-million-in-first-quarter
Holiday-goers who reserve early come out on top,"Apr 20, 2012",https://www.dailysabah.com/travel/2012/04/20/holidaygoers-who-reserve-early-come-out-on-top
Turkey becomes center for European basketball,"May 11, 2012",https://www.dailysabah.com/sports/2012/05/11/turkey-becomes-center-for-european-basketball
THY lays off 305 employees,"Jun 01, 2012",https://www.dailysabah.com/business/2012/06/01/thy-lays-off-305-employees
THY's passenger traffic increased by 20 percent,"Jul 13, 2012",https://www.dailysabah.com/travel/2012/07/13/thys-passenger-traffic-increased-by-20-percent
Arab tourists are spending Ramadan in Istanbul,"Jul 21, 2012",https://www.dailysabah.com/travel/2012/07/21/arab-tourists-are-spending-ramadan-in-istanbul
Ukraine and Turkey lift visa regulations,"Aug 02, 2012",https://www.dailysabah.com/travel/2012/08/02/ukraine-and-turkey-lift-visa-regulations
Turkey’s agen(t)da!,"Aug 14, 2012",https://www.dailysabah.com/turkey/2012/08/14/turkeys-agentda
Turkey’s transportation sector breaks a record with holiday trips,"Aug 18, 2012",https://www.dailysabah.com/business/2012/08/18/turkeys-transportation-sector-breaks-a-record-with-holiday-trips
Turkey and Egypt converge,"Sep 10, 2012",https://www.dailysabah.com/travel/2012/09/10/turkey-and-egypt-converge
Tiger Woods arrives to golf in Turkey,"Oct 10, 2012",https://www.dailysabah.com/sports/2012/10/10/tiger-woods-arrives-to-golf-in-turkey
Turkey hands diplomatic note to Syria,"Oct 11, 2012",https://www.dailysabah.com/turkey/2012/10/11/turkey-hands-diplomatic-note-to-syria
Hurricane Sandy grounds THY flights,"Oct 30, 2012",https://www.dailysabah.com/business/2012/10/30/hurricane-sandy-grounds-thy-flights
Turkish Airlines adds 200th plane to fleet,"Nov 14, 2012",https://www.dailysabah.com/business/2012/11/14/turkish-airlines-adds-200th-plane-to-fleet
A Turkish breeze a-blowin in the Maldives,"Dec 03, 2012",https://www.dailysabah.com/business/2012/12/03/a-turkish-breeze-ablowin-in-the-maldives
"Escaping the crisis, Greek pilots are seeking jobs in Turkey","Dec 10, 2012",https://www.dailysabah.com/business/2012/12/10/escaping-the-crisis-greek-pilots-are-seeking-jobs-in-turkey
PKK assassinates three of its own,"Jan 12, 2013",https://www.dailysabah.com/turkey/2013/01/12/pkk-assassinates-three-of-its-own
FBI agent says Sarai was not on your average photography trip,"Feb 07, 2013",https://www.dailysabah.com/turkey/2013/02/07/fbi-agent-says-sarai-was-not-on-your-average-photography-trip
A ceremony for Sarai on Valentine’s Day,"Feb 09, 2013",https://www.dailysabah.com/turkey/2013/02/09/a-ceremony-for-sarai-on-valentines-day
Visa-free tourism explodes,"Feb 16, 2013",https://www.dailysabah.com/travel/2013/02/16/visafree-tourism-explodes
Turkish pilot receives Japanese farewell,"Feb 27, 2013",https://www.dailysabah.com/turkey/2013/02/27/turkish-pilot-receives-japanese-farewell
Special security teams apprehend Sarai Sierra's killer in Syria,"Mar 18, 2013",https://www.dailysabah.com/turkey/2013/03/18/sarais-killer-caught-in-syria-by-special-security-team
Tourists heading for Cyprus to prefer the Turkish side,"Apr 12, 2013",https://www.dailysabah.com/travel/2013/04/12/tourists-heading-for-cyprus-to-prefer-the-turkish-side
THY lays off 305 employees,"Jun 01, 2012",https://www.dailysabah.com/business/2012/06/01/thy-lays-off-305-employees
THY's passenger traffic increased by 20 percent,"Jul 13, 2012",https://www.dailysabah.com/travel/2012/07/13/thys-passenger-traffic-increased-by-20-percent
Arab tourists are spending Ramadan in Istanbul,"Jul 21, 2012",https://www.dailysabah.com/travel/2012/07/21/arab-tourists-are-spending-ramadan-in-istanbul
Ukraine and Turkey lift visa regulations,"Aug 02, 2012",https://www.dailysabah.com/travel/2012/08/02/ukraine-and-turkey-lift-visa-regulations
Turkey’s agen(t)da!,"Aug 14, 2012",https://www.dailysabah.com/turkey/2012/08/14/turkeys-agentda
Turkey’s transportation sector breaks a record with holiday trips,"Aug 18, 2012",https://www.dailysabah.com/business/2012/08/18/turkeys-transportation-sector-breaks-a-record-with-holiday-trips
Turkey and Egypt converge,"Sep 10, 2012",https://www.dailysabah.com/travel/2012/09/10/turkey-and-egypt-converge
Tiger Woods arrives to golf in Turkey,"Oct 10, 2012",https://www.dailysabah.com/sports/2012/10/10/tiger-woods-arrives-to-golf-in-turkey
Turkey hands diplomatic note to Syria,"Oct 11, 2012",https://www.dailysabah.com/turkey/2012/10/11/turkey-hands-diplomatic-note-to-syria
Hurricane Sandy grounds THY flights,"Oct 30, 2012",https://www.dailysabah.com/business/2012/10/30/hurricane-sandy-grounds-thy-flights
Turkish Airlines adds 200th plane to fleet,"Nov 14, 2012",https://www.dailysabah.com/business/2012/11/14/turkish-airlines-adds-200th-plane-to-fleet
A Turkish breeze a-blowin in the Maldives,"Dec 03, 2012",https://www.dailysabah.com/business/2012/12/03/a-turkish-breeze-ablowin-in-the-maldives
"Escaping the crisis, Greek pilots are seeking jobs in Turkey","Dec 10, 2012",https://www.dailysabah.com/business/2012/12/10/escaping-the-crisis-greek-pilots-are-seeking-jobs-in-turkey
PKK assassinates three of its own,"Jan 12, 2013",https://www.dailysabah.com/turkey/2013/01/12/pkk-assassinates-three-of-its-own
FBI agent says Sarai was not on your average photography trip,"Feb 07, 2013",https://www.dailysabah.com/turkey/2013/02/07/fbi-agent-says-sarai-was-not-on-your-average-photography-trip
A ceremony for Sarai on Valentine’s Day,"Feb 09, 2013",https://www.dailysabah.com/turkey/2013/02/09/a-ceremony-for-sarai-on-valentines-day
Visa-free tourism explodes,"Feb 16, 2013",https://www.dailysabah.com/travel/2013/02/16/visafree-tourism-explodes
Turkish pilot receives Japanese farewell,"Feb 27, 2013",https://www.dailysabah.com/turkey/2013/02/27/turkish-pilot-receives-japanese-farewell
Special security teams apprehend Sarai Sierra's killer in Syria,"Mar 18, 2013",https://www.dailysabah.com/turkey/2013/03/18/sarais-killer-caught-in-syria-by-special-security-team
Tourists heading for Cyprus to prefer the Turkish side,"Apr 12, 2013",https://www.dailysabah.com/travel/2013/04/12/tourists-heading-for-cyprus-to-prefer-the-turkish-side
A high-flying order: 38 billion dollars,"Apr 15, 2013",https://www.dailysabah.com/business/2013/04/15/a-highflying-order-38-billion-dollars
A tourism blow to the budget deficit,"Apr 25, 2013",https://www.dailysabah.com/travel/2013/04/25/a-tourism-blow-to-the-budget-deficit
Turkish consortium wins over 22 billion euro tender for Istanbul airport,"May 03, 2013",https://www.dailysabah.com/business/2013/05/03/turkish-consortium-wins-over-22-billion-euro-tender-for-third-istanbul-airport
The Istanbul Atatürk Airport…,"May 23, 2013",https://www.dailysabah.com/business/2013/05/23/the-istanbul-ataturk-airport
Turkish Airlines selected as Europe’s best airline,"Jun 19, 2013",https://www.dailysabah.com/business/2013/06/19/turkish-airlines-selected-europes-best
Turkey’s transportation sector breaks a record with holiday trips,"Aug 18, 2012",https://www.dailysabah.com/business/2012/08/18/turkeys-transportation-sector-breaks-a-record-with-holiday-trips
Turkey and Egypt converge,"Sep 10, 2012",https://www.dailysabah.com/travel/2012/09/10/turkey-and-egypt-converge
Tiger Woods arrives to golf in Turkey,"Oct 10, 2012",https://www.dailysabah.com/sports/2012/10/10/tiger-woods-arrives-to-golf-in-turkey
Turkey hands diplomatic note to Syria,"Oct 11, 2012",https://www.dailysabah.com/turkey/2012/10/11/turkey-hands-diplomatic-note-to-syria
Hurricane Sandy grounds THY flights,"Oct 30, 2012",https://www.dailysabah.com/business/2012/10/30/hurricane-sandy-grounds-thy-flights
Turkish Airlines adds 200th plane to fleet,"Nov 14, 2012",https://www.dailysabah.com/business/2012/11/14/turkish-airlines-adds-200th-plane-to-fleet
A Turkish breeze a-blowin in the Maldives,"Dec 03, 2012",https://www.dailysabah.com/business/2012/12/03/a-turkish-breeze-ablowin-in-the-maldives
"Escaping the crisis, Greek pilots are seeking jobs in Turkey","Dec 10, 2012",https://www.dailysabah.com/business/2012/12/10/escaping-the-crisis-greek-pilots-are-seeking-jobs-in-turkey
PKK assassinates three of its own,"Jan 12, 2013",https://www.dailysabah.com/turkey/2013/01/12/pkk-assassinates-three-of-its-own
FBI agent says Sarai was not on your average photography trip,"Feb 07, 2013",https://www.dailysabah.com/turkey/2013/02/07/fbi-agent-says-sarai-was-not-on-your-average-photography-trip
A ceremony for Sarai on Valentine’s Day,"Feb 09, 2013",https://www.dailysabah.com/turkey/2013/02/09/a-ceremony-for-sarai-on-valentines-day
Visa-free tourism explodes,"Feb 16, 2013",https://www.dailysabah.com/travel/2013/02/16/visafree-tourism-explodes
Turkish pilot receives Japanese farewell,"Feb 27, 2013",https://www.dailysabah.com/turkey/2013/02/27/turkish-pilot-receives-japanese-farewell
Special security teams apprehend Sarai Sierra's killer in Syria,"Mar 18, 2013",https://www.dailysabah.com/turkey/2013/03/18/sarais-killer-caught-in-syria-by-special-security-team
Tourists heading for Cyprus to prefer the Turkish side,"Apr 12, 2013",https://www.dailysabah.com/travel/2013/04/12/tourists-heading-for-cyprus-to-prefer-the-turkish-side
A high-flying order: 38 billion dollars,"Apr 15, 2013",https://www.dailysabah.com/business/2013/04/15/a-highflying-order-38-billion-dollars
A tourism blow to the budget deficit,"Apr 25, 2013",https://www.dailysabah.com/travel/2013/04/25/a-tourism-blow-to-the-budget-deficit
